Name,POS,"Ht("")",Wt (lbs),40yd,40Z,BP,BPZ,"Vertical ("")",VZ,"Broad Jump("")",BJZ,Shuttle,SZ,3Cone,3CZ,TotZ,AvgZ,Rd,Pick,Rank,,GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Drew,DE,76,284,4.81,0.004269368,,,,,,,,,,,0.004269368,0.004269368,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Reggie Gilbert,DE,75,261,4.84,-0.096015358,,,,,,,,,,,-0.096015358,-0.096015358,,,,,,,,,0,,,,,,,0,,,2,0,86,18,104,52,
Robert Singletary,DE,74,250,4.86,-0.162871843,,,,,,,,,,,-0.162871843,-0.162871843,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Ryan Delaire,DE,76.13,254,4.97,-0.530582506,23,0.358571207,,,,,,,,,-0.172011299,-0.08600565,,,,,9,0,225,10,235,26.11111111,,6,0,139,7,146,24.33333333,,,,,,0,,
Ryan Mueller,DE,74,248,4.84,-0.096015358,,,,,,,,,,,-0.096015358,-0.096015358,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Ryan Russell,DE,76.25,269,4.75,0.204838821,25,0.685740047,32.5,-0.260907109,119,0.407787907,4.47,-0.405312305,7.25,0.060380065,0.692527426,0.115421238,5,163,158,,1,0,33,0,33,33,,8,0,174,72,246,30.75,,14,0,456,71,527,37.64285714,
Shane Ray,DE,74.63,245,4.65,0.539121242,21,0.031402366,,,,,,,,,0.570523608,0.285261804,1,23,22,,14,0,341,38,379,27.07142857,,16,0,666,2,668,41.75,,8,0,354,3,357,44.625,
Shaquille Riddick,DE,78,236,4.82,-0.029158874,,,,,,,,,,,-0.029158874,-0.029158874,5,158,153,,,,,,0,,,,,,,0,,,,,,,0,,
Sonny Puletasi,DE,75,251,4.87,-0.196300085,,,,,,,,,,,-0.196300085,-0.196300085,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Steve Miller,DE,75,255,4.81,0.004269368,,,,,,,,,,,0.004269368,0.004269368,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Tavaris Barnes,DE,75.75,282,4.8,0.03769761,22,0.194986787,,,,,,,,,0.232684397,0.116342198,,,,,13,0,131,0,131,10.07692308,,,,,,0,,,,,,,0,,
Terrell Hartsfield,DE,74,245,4.89,-0.263156569,,,,,,,,,,,-0.263156569,-0.263156569,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Trevor Harris,DE,77,233,4.68,0.438836515,,,,,,,,,,,0.438836515,0.438836515,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Trey Flowers,DE,74.13,266,4.93,-0.396869537,28,1.176493308,36.5,0.68818305,121,0.618285713,4.4,-0.130098163,7.34,-0.167310125,1.788684246,0.298114041,4,101,100,,1,0,4,0,4,4,,16,0,563,3,566,35.375,,14,0,802,0,802,57.28571429,
Zach Wagenmann,DE,75,247,4.82,-0.029158874,14,-1.113688575,37.5,0.925455589,109,-0.644701124,4.26,0.420330122,7.07,0.515760444,0.073997581,0.01233293,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Za'Darius Smith,DE,76.5,274,4.83,-0.062587116,23,0.358571207,29,-1.091360998,113,-0.223705512,4.66,-1.15232212,7.42,-0.369701404,-2.541105944,-0.423517657,4,122,120,,15,0,406,98,504,33.6,,13,0,494,55,549,42.23076923,,14,0,532,69,601,42.92857143,
Angelo Blackson,DT,76.38,318,5.02,-0.697723716,20,-0.132182054,31,-0.616815919,101,-1.48669235,4.57,-0.798475366,7.5,-0.572092684,-4.303982088,-0.717330348,4,100,99,,16,0,244,113,357,22.3125,,13,0,251,103,354,27.23076923,,9,0,193,23,216,24,
Antwan Crutcher,DT,73,297,5.18,-1.23257559,,,,,,,,,,,-1.23257559,-1.23257559,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Arik Armstead,DT,79.13,292,5.1,-0.965149653,24,0.522155627,34,0.0950017,117,0.197290101,4.53,-0.641210142,7.57,-0.749185054,-1.54109742,-0.25684957,1,17,17,,16,0,375,107,482,30.125,,8,0,334,8,342,42.75,,6,0,304,28,332,55.33333333,
Bobby Richardson,DT,74.63,283,5.16,-1.165719106,,,32.5,-0.260907109,106,-0.960447834,4.41,-0.169414469,7.57,-0.749185054,-3.305673572,-0.661134714,,,,,15,0,584,49,633,42.2,,,,,,0,,,,,,,0,,
Brandon Ivory,DT,75,308,5.38,-1.901140433,,,,,,,,,,,-1.901140433,-1.901140433,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Bryon Bennett,DT,74,293,5.12,-1.032006138,,,,,,,,,,,-1.032006138,-1.032006138,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Cameron Botticelli,DT,76,292,4.98,-0.564010748,,,,,,,,,,,-0.564010748,-0.564010748,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Carl Davis,DT,76.63,320,5.07,-0.864864927,,,33,-0.142270839,103,-1.276194543,4.47,-0.405312305,7.91,-1.609347992,-4.297990607,-0.859598121,3,90,89,,13,0,237,65,302,23.23076923,,,,,,0,,,15,0,301,51,352,23.46666667,
Charles Tuaau,DT,75,327,5.16,-1.165719106,,,,,,,,,,,-1.165719106,-1.165719106,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Christian Covington,DT,74.38,289,5.09,-0.931721411,,,,,,,,,,,-0.931721411,-0.931721411,6,216,208,,15,0,167,57,224,14.93333333,,16,0,415,106,521,32.5625,,7,0,166,26,192,27.42857143,
Chucky Hunter,DT,73,298,5.12,-1.032006138,,,,,,,,,,,-1.032006138,-1.032006138,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Chuka Ndulue,DT,73,288,4.91,-0.330013053,,,,,,,,,,,-0.330013053,-0.330013053,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Danny Shelton,DT,74.13,339,5.64,-2.770274728,34,2.15799983,30.5,-0.735452188,95,-2.118185768,4.65,-1.113005814,7.99,-1.811739272,-6.390657941,-1.065109657,1,12,12,,16,0,506,132,638,39.875,,16,0,745,7,752,47,,14,0,467,7,474,33.85714286,
Darius Kilgo,DT,76,320,5.34,-1.767427464,,,,,,,,,,,-1.767427464,-1.767427464,6,203,196,,9,0,113,6,119,13.22222222,,9,0,81,5,86,9.555555556,,,,,,0,,
Darius Philon,DT,73.38,298,5,-0.630867232,26,0.849324468,31,-0.616815919,107,-0.855198931,,,8,-1.837038182,-3.090595796,-0.618119159,6,192,186,,8,0,143,23,166,20.75,,14,0,265,37,302,21.57142857,,16,0,509,64,573,35.8125,
Daryl Waud,DT,77,294,5.04,-0.764580201,,,,,,,,,,,-0.764580201,-0.764580201,,,,,,,,,0,,,,,,,0,,,,,,,0,,
David Parry,DT,73.25,308,5.38,-1.901140433,34,2.15799983,29,-1.091360998,103,-1.276194543,,,,,-2.110696144,-0.527674036,5,151,146,,16,8,656,83,747,46.6875,,16,1,643,98,742,46.375,,1,0,3,0,3,3,
Davon Walls,DT,76,301,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Deon Simon,DT,76.38,321,5.12,-1.032006138,35,2.32158425,29.5,-0.972724728,105,-1.065696737,4.76,-1.545485181,7.92,-1.634646902,-3.928975436,-0.654829239,7,223,213,,,,,,0,,,16,0,204,108,312,19.5,,,,,,0,,
Derrick Lott,DT,76,314,4.99,-0.59743899,30,1.503662149,26.5,-1.684542347,106,-0.960447834,4.44,-0.287363387,7.3,-0.066114485,-2.092244894,-0.348707482,,,,,,,,,0,,,,,,,0,,,,,,,0,,
DeShawn Williams,DT,73,303,5.07,-0.864864927,,,,,,,,,,,-0.864864927,-0.864864927,,,,,,,,,0,,,4,0,57,0,57,14.25,,,,,,0,,
Desmond Hollin,DT,75,285,4.92,-0.363441295,,,,,,,,,,,-0.363441295,-0.363441295,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Eddie Goldman,DT,75.88,336,5.28,-1.566858011,,,,,,,,,,,-1.566858011,-1.566858011,2,39,38,,15,0,515,74,589,39.26666667,,6,0,198,15,213,35.5,,15,0,609,47,656,43.73333333,
Ellis McCarthy,DT,76.63,338,5.21,-1.332860317,24,0.522155627,32,-0.379543379,109,-0.644701124,5.07,-2.764290668,8.16,-2.241820741,-6.841060602,-1.140176767,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Ethan Farmer,DT,74,291,5.04,-0.764580201,,,,,,,,,,,-0.764580201,-0.764580201,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Gabe Wright,DT,75,300,5.07,-0.864864927,34,2.15799983,26.5,-1.684542347,100,-1.591941253,4.56,-0.75915906,7.73,-1.153967613,-3.89647537,-0.649412562,4,113,112,,7,0,134,40,174,24.85714286,,5,0,78,12,90,18,,1,0,23,4,27,27,
Grady Jarrett,DT,72.75,304,5.06,-0.831436685,30,1.503662149,31,-0.616815919,112,-0.328954415,4.56,-0.75915906,7.37,-0.243206854,-1.275910784,-0.212651797,5,137,133,,15,0,267,61,328,21.86666667,,16,0,630,70,700,43.75,,16,0,794,76,870,54.375,
J.T. Surratt,DT,73,304,5.19,-1.266003832,29,1.340077728,30,-0.854088458,106,-0.960447834,4.71,-1.34890365,7.78,-1.280462163,-4.369828209,-0.728304702,,,,,,,,,0,,,,,,,0,,,,,,,0,,
James Castleman,DT,75,311,5.12,-1.032006138,,,,,,,,,,,-1.032006138,-1.032006138,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jeffrey Whitaker,DT,75,322,5.85,-3.472267812,,,,,,,,,,,-3.472267812,-3.472267812,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Joey Mbu,DT,74.88,313,5.54,-2.435992306,,,22.5,-2.633632506,97,-1.907687962,5.01,-2.528392832,8.2,-2.343016381,-11.84872199,-2.369744398,,,,,2,0,55,0,55,27.5,,,,,,0,,,7,0,96,14,110,15.71428571,
Jordan Phillips,DT,77.25,329,5.17,-1.199147348,28,1.176493308,30,-0.854088458,105,-1.065696737,4.68,-1.230954732,7.88,-1.533451262,-4.70684523,-0.784474205,2,52,51,,15,0,430,77,507,33.8,,16,0,622,77,699,43.6875,,13,0,402,57,459,35.30769231,
Josh Watson,DT,76,290,5.08,-0.898293169,,,,,,,,,,,-0.898293169,-0.898293169,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Justin Hamilton,DT,74,315,5.12,-1.032006138,,,,,,,,,,,-1.032006138,-1.032006138,,,,,,,,,0,,,,,,,0,,,4,0,89,5,94,23.5,
Kalafitoni Pole,DT,73,304,5.08,-0.898293169,,,,,,,,,,,-0.898293169,-0.898293169,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Kaleb Eulls,DT,75,305,5.23,-1.399716801,,,,,,,,,,,-1.399716801,-1.399716801,,,,,4,0,65,10,75,18.75,,,,,,0,,,,,,,0,,
Kristjan Sokoli,DT,77,290,4.86,-0.162871843,,,,,,,,,,,-0.162871843,-0.162871843,6,214,206,,1,0,0,8,8,8,,,,,,0,,,,,,,0,,
Leon Orr,DT,76.88,323,5.16,-1.165719106,,,28,-1.328633538,100,-1.591941253,4.9,-2.095913465,8.26,-2.494809841,-8.677017203,-1.735403441,,,,,3,0,76,17,93,31,,5,0,35,16,51,10.2,,,,,,0,,
Leonard Williams,DT,76.63,302,4.97,-0.530582506,,,29.5,-0.972724728,106,-0.960447834,4.53,-0.641210142,7.59,-0.799782874,-3.904748083,-0.780949617,1,6,6,,16,0,807,78,885,55.3125,,16,0,896,82,978,61.125,,16,0,877,77,954,59.625,
Leterrius Walton,DT,76.88,319,5.25,-1.466573285,25,0.685740047,27,-1.565906077,103,-1.276194543,4.78,-1.624117793,7.91,-1.609347992,-6.856399643,-1.142733274,,,,,6,0,29,12,41,6.833333333,,10,0,255,55,310,31,,16,0,144,89,233,14.5625,
Louis Trinca-Pasat,DT,73,290,4.96,-0.497154264,,,32,-0.379543379,105,-1.065696737,4.3,0.263064898,7.4,-0.319103584,-1.998433067,-0.399686613,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Malcom Brown,DT,74.38,319,5.05,-0.798008443,26,0.849324468,29.5,-0.972724728,98,-1.802439059,4.59,-0.877107978,7.84,-1.432255623,-5.033211363,-0.83886856,1,32,31,,16,0,508,46,554,34.625,,16,0,596,65,661,41.3125,,13,0,537,50,587,45.15384615,
Marcus Hardison,DT,75.13,307,4.96,-0.497154264,27,1.012908888,,,,,,,,,0.515754624,0.257877312,4,135,132,,,,,,0,,,,,,,0,,,,,,,0,,
Matt Hoch,DT,76,295,5.1,-0.965149653,,,,,,,,,,,-0.965149653,-0.965149653,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Mike Bennett,DT,74,293,4.96,-0.497154264,,,,,,,,,,,-0.497154264,-0.497154264,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Olsen Pierre,DT,75,300,5.23,-1.399716801,,,,,,,,,,,-1.399716801,-1.399716801,,,,,,,,,0,,,,,,,0,,,14,0,351,36,387,27.64285714,
Quayshawne Buckley,DT,74,302,5.26,-1.500001527,,,,,,,,,,,-1.500001527,-1.500001527,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Rakeem Nunez-Roches,DT,74.25,307,5.02,-0.697723716,26,0.849324468,34,0.0950017,114,-0.118456609,4.69,-1.270271038,7.67,-1.002174153,-2.144299349,-0.357383225,6,217,209,,7,0,22,25,47,6.714285714,,11,0,282,42,324,29.45454545,,16,0,392,55,447,27.9375,
Terry Williams,DT,73,344,5.36,-1.834283948,,,,,,,,,,,-1.834283948,-1.834283948,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Thomas Teal,DT,73,308,5.08,-0.898293169,,,,,,,,,,,-0.898293169,-0.898293169,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Travis Raciti,DT,76,288,5.11,-0.998577896,,,,,,,,,,,-0.998577896,-0.998577896,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Tyeler Davison,DT,73.63,316,5.18,-1.23257559,32,1.830830989,33,-0.142270839,105,-1.065696737,4.46,-0.365995999,7.53,-0.647989414,-1.62369759,-0.270616265,5,154,149,,16,0,528,163,691,43.1875,,15,0,437,79,516,34.4,,16,0,588,81,669,41.8125,
Warren Herring,DT,74,287,5.2,-1.299432075,,,,,,,,,,,-1.299432075,-1.299432075,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Xavier Cooper,DT,74.88,293,4.86,-0.162871843,29,1.340077728,29,-1.091360998,110,-0.539452221,4.37,-0.012149245,7.23,0.110977885,-0.354778693,-0.059129782,3,96,95,,14,0,363,3,366,26.14285714,,13,0,451,58,509,39.15384615,,13,0,306,2,308,23.69230769,
Xavier Williams,DT,74,325,5.18,-1.23257559,,,,,,,,,,,-1.23257559,-1.23257559,,,,,4,0,51,3,54,13.5,,8,0,118,9,127,15.875,,11,0,249,17,266,24.18181818,
Aaron Ripkowski,FB,73,255,4.89,-0.263156569,,,,,,,,,,,-0.263156569,-0.263156569,6,206,199,,15,18,0,272,290,19.33333333,,16,288,0,230,518,32.375,,16,180,0,196,376,23.5,
Conner Neighbors,FB,70,242,4.72,0.305123547,,,,,,,,,,,0.305123547,0.305123547,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Connor McLaurin,FB,71,243,4.85,-0.129443601,,,,,,,,,,,-0.129443601,-0.129443601,,,,,,,,,0,,,,,,,0,,,,,,,0,,
DeMarieya Nelson,FB,74,235,4.76,0.171410578,,,,,,,,,,,0.171410578,0.171410578,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Hunter Joyer,FB,71,232,4.73,0.271695305,,,,,,,,,,,0.271695305,0.271695305,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jalston Fowler,FB,71,254,4.94,-0.43029778,23,0.358571207,33.5,-0.023634569,114,-0.118456609,4.4,-0.130098163,7.56,-0.723886144,-1.067802057,-0.17796701,4,108,107,,16,145,0,273,418,26.125,,16,190,0,85,275,17.1875,,10,94,0,1,95,9.5,
Jimmay Mundine,FB,73,237,4.66,0.505693,,,,,,,,,,,0.505693,0.505693,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Joey Iosefa,FB,71.75,247,5.02,-0.697723716,30,1.503662149,31.5,-0.498179649,110,-0.539452221,4.33,0.145115979,7.24,0.085678975,-0.000898483,-0.000149747,7,231,221,,2,23,0,18,41,20.5,,,,,,0,,,,,,,0,,
Larry Dixon,FB,70,237,4.78,0.104554094,,,,,,,,,,,0.104554094,0.104554094,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Lee Ward,FB,73,245,4.97,-0.530582506,,,,,,,,,,,-0.530582506,-0.530582506,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Malcolm Johnson,FB,73,231,4.76,0.171410578,,,,,,,,,,,0.171410578,0.171410578,6,195,189,,12,154,0,108,262,21.83333333,,7,85,0,71,156,22.28571429,,,,,,0,,
Mark Weisman,FB,73,240,4.7,0.371980031,,,,,,,,,,,0.371980031,0.371980031,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Mike Burton,FB,71.25,242,4.74,0.238267063,25,0.685740047,33,-0.142270839,115,-0.013207705,4.34,0.105799673,7.2,0.186874615,1.061202854,0.176867142,5,168,163,,,,,,0,,,,,,,0,,,,,,,0,,
Mike Replogle,FB,73,245,4.89,-0.263156569,,,,,,,,,,,-0.263156569,-0.263156569,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Paul Lasike,FB,70,257,4.73,0.271695305,,,,,,,,,,,0.271695305,0.271695305,,,,,,,,,0,,,10,76,0,34,110,11,,,,,,0,,
Tyler Cierski,FB,71,260,4.74,0.238267063,,,,,,,,,,,0.238267063,0.238267063,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Tyler Varga,FB,70.63,222,4.64,0.572549484,23,0.358571207,,,,,,,,,0.931120691,0.465560345,,,,,3,36,0,51,87,29,,,,,,0,,,,,,,0,,
Zach Laskey,FB,73,218,4.76,0.171410578,,,,,,,,,,,0.171410578,0.171410578,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Zach Zenner,FB,71,223,4.6,0.706262452,25,0.685740047,41,1.755909478,121,0.618285713,4.14,0.892125794,7.08,0.490461534,5.14878502,0.858130837,,,,,6,46,0,37,83,13.83333333,,14,293,0,126,419,29.92857143,,8,65,0,155,220,27.5,
Zach Zwinak,FB,73,233,4.64,0.572549484,,,,,,,,,,,0.572549484,0.572549484,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Adrian Amos,FS,72.5,218,4.56,0.839975421,,,35.5,0.45091051,122,0.723534617,4.03,1.324605161,7.09,0.465162624,3.804188333,0.760837667,5,142,138,,16,0,1029,167,1196,74.75,,15,0,939,117,1056,70.4,,13,0,670,147,817,62.84615385,
Brandon Alexander,FS,74,195,4.59,0.739690694,,,,,,,,,,,0.739690694,0.739690694,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Cassius Sendish,FS,71,196,4.53,0.940260147,,,,,,,,,,,0.940260147,0.940260147,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Cedric Thompson,FS,71,205,4.47,1.1408296,,,,,,,,,,,1.1408296,1.1408296,5,150,145,,,,,,0,,,,,,,0,,,,,,,0,,
Chris Hackett,FS,72.25,195,4.81,0.004269368,,,32,-0.379543379,110,-0.539452221,4.2,0.656227958,7.12,0.389265895,0.13076762,0.026153524,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Cody Prewitt,FS,74,208,4.6,0.706262452,11,-1.604441836,35,0.33227424,125,1.039281326,4.23,0.53827904,7.12,0.389265895,1.400921117,0.233486853,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Damarious Randall,FS,70.88,196,4.46,1.174257842,14,-1.113688575,38,1.044091859,120,0.51303681,4.07,1.167339937,6.83,1.122934283,3.907972156,0.651328693,1,30,29,,15,0,752,115,867,57.8,,10,0,496,40,536,53.6,,14,0,717,47,764,54.57142857,
Dean Marlowe,FS,73.5,203,4.58,0.773118936,16,-0.786519735,33.5,-0.023634569,114,-0.118456609,4.18,0.73486057,7,0.692852814,1.272221408,0.212036901,,,,,4,0,9,53,62,15.5,,1,0,3,13,16,16,,,,,,0,,
Dechane Durante,FS,74,194,4.56,0.839975421,,,,,,,,,,,0.839975421,0.839975421,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Derron Smith,FS,70,200,4.52,0.973688389,,,,,,,,,,,0.973688389,0.973688389,6,197,191,,16,0,13,186,199,12.4375,,12,0,102,211,313,26.08333333,,10,0,3,177,180,18,
Detrick Bonner,FS,71.75,207,4.56,0.839975421,15,-0.950104155,,,,,,,,,-0.110128734,-0.055064367,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Durrell Eskridge,FS,74.88,208,4.63,0.605977726,,,31,-0.616815919,117,0.197290101,4.26,0.420330122,7.09,0.465162624,1.071944654,0.214388931,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Floyd Raven,FS,73,202,4.49,1.073973115,,,,,,,,,,,1.073973115,1.073973115,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Gerod Holliman,FS,71.75,218,4.54,0.906831905,17,-0.622935315,,,,,,,,,0.28389659,0.141948295,7,239,229,,,,,,0,,,,,,,0,,,,,,,0,,
Jabari Gorman,FS,70,184,4.58,0.773118936,,,,,,,,,,,0.773118936,0.773118936,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jarrett Dieudonne,FS,73,190,4.62,0.639405968,,,,,,,,,,,0.639405968,0.639405968,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jermaine Whitehead,FS,71,197,4.59,0.739690694,15,-0.950104155,37,0.80681932,128,1.355028035,4.11,1.010074712,6.95,0.819347364,3.780855971,0.630142662,,,,,,,,,0,,,2,0,0,13,13,6.5,,10,0,120,190,310,31,
Jordan Haden,FS,71,200,4.53,0.940260147,,,,,,,,,,,0.940260147,0.940260147,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jourdon Grandon,FS,70,183,4.54,0.906831905,,,,,,,,,,,0.906831905,0.906831905,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Justin Halley,FS,74,190,4.56,0.839975421,,,,,,,,,,,0.839975421,0.839975421,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Kurtis Drummond,FS,72.63,208,4.65,0.539121242,,,39.5,1.400000669,119,0.407787907,4.33,0.145115979,7.09,0.465162624,2.957188422,0.591437684,,,,,9,0,39,144,183,20.33333333,,,,,,0,,,15,0,74,328,402,26.8,
Landon Feichter,FS,73,192,4.62,0.639405968,,,,,,,,,,,0.639405968,0.639405968,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Matt Hermanson,FS,73,198,4.62,0.639405968,,,,,,,,,,,0.639405968,0.639405968,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Nick Perry,FS,73,205,4.63,0.605977726,35,2.32158425,38.5,1.162728129,124,0.934032423,4.66,-1.15232212,7.25,0.060380065,3.932380473,0.655396745,,,,,14,0,349,14,363,25.92857143,,14,0,603,13,616,44,,12,0,542,25,567,47.25,
Ray Vinopal,FS,70,198,4.54,0.906831905,,,,,,,,,,,0.906831905,0.906831905,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Ryan Murphy,FS,73,209,4.59,0.739690694,,,,,,,,,,,0.739690694,0.739690694,7,248,236,,,,,,0,,,,,,,0,,,3,0,5,49,54,18,
Sterling Young,FS,73,195,4.67,0.472264757,,,,,,,,,,,0.472264757,0.472264757,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Tevin Carter,FS,73,215,4.54,0.906831905,19,-0.295766474,,,,,,,,,0.611065431,0.305532715,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Tevin McDonald,FS,71.38,195,4.63,0.605977726,19,-0.295766474,33,-0.142270839,112,-0.328954415,4.26,0.420330122,7.01,0.667553904,0.926870024,0.154478337,,,,,4,0,8,22,30,7.5,,,,,,0,,,,,,,0,,
Tim Scott,FS,71,189,4.53,0.940260147,,,,,,,,,,,0.940260147,0.940260147,,,,,,,,,0,,,,,,,0,,,1,0,0,1,1,1,
TraMayne Bondurant,FS,70,212,4.54,0.906831905,,,,,,,,,,,0.906831905,0.906831905,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Triston Wade,FS,71,170,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,
A.J. Johnson,ILB,74,242,4.79,0.071125852,,,,,,,,,,,0.071125852,0.071125852,,,,,,,,,0,,,,,,,0,,,,,,,0,,
A.J. Tarpley,ILB,73,233,4.84,-0.096015358,,,,,,,,,,,-0.096015358,-0.096015358,,,,,15,0,83,210,293,19.53333333,,,,,,0,,,,,,,0,,
Amarlo Herrera,ILB,72.63,244,4.83,-0.062587116,23,0.358571207,32,-0.379543379,111,-0.434203318,4.27,0.381013816,7.35,-0.192609035,-0.329357825,-0.054892971,6,207,200,,3,0,1,68,69,23,,,,,,0,,,,,,,0,,
Ben Heeney,ILB,72.25,231,4.59,0.739690694,19,-0.295766474,33.5,-0.023634569,120,,4,1.442554079,6.68,1.502417933,3.365261663,0.673052333,5,140,136,,15,0,307,241,548,36.53333333,,4,0,133,33,166,41.5,,5,0,8,107,115,23,
Benardrick McKinney,ILB,76.13,246,4.66,0.505693,16,-0.786519735,40.5,1.637273209,121,0.618285713,4.27,0.381013816,7.21,0.161575705,2.517321707,0.419553618,2,43,42,,14,0,410,101,511,36.5,,16,0,915,79,994,62.125,,16,0,959,85,1044,65.25,
Bryce Hager,ILB,72.75,234,4.6,0.706262452,26,0.849324468,35,0.33227424,117,0.197290101,4.36,0.027167061,7.15,0.313369165,2.425687487,0.404281248,7,224,214,,16,0,0,327,327,20.4375,,16,0,11,338,349,21.8125,,16,0,153,310,463,28.9375,
Cameron Nwosu,ILB,70,240,4.76,0.171410578,,,,,,,,,,,0.171410578,0.171410578,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Chase Williams,ILB,73,231,4.83,-0.062587116,,,,,,,,,,,-0.062587116,-0.062587116,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Cole Farrand,ILB,75,244,4.86,-0.162871843,,,,,,,,,,,-0.162871843,-0.162871843,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Curtis Grant,ILB,75,240,4.73,0.271695305,,,,,,,,,,,0.271695305,0.271695305,,,,,,,,,0,,,,,,,0,,,10,0,109,214,323,32.3,
D.J. Lynch,ILB,73,249,4.77,0.137982336,,,,,,,,,,,0.137982336,0.137982336,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Damien Wilson,ILB,72,245,4.77,0.137982336,22,0.194986787,37,-0.260907109,119,0.407787907,4.2,0.656227958,7.21,0.161575705,1.297653584,0.216275597,4,127,125,,16,0,32,280,312,19.5,,16,0,283,340,623,38.9375,,16,0,321,354,675,42.1875,
David Mayo,ILB,73,242,4.83,-0.062587116,,,,,,,,,,,-0.062587116,-0.062587116,5,169,164,,12,0,0,224,224,18.66666667,,15,0,31,294,325,21.66666667,,16,0,133,309,442,27.625,
Denzel Perryman,ILB,70.75,236,4.78,0.104554094,27,1.012908888,32,-0.379543379,113,-0.223705512,,,,,0.514214091,0.128553523,2,48,47,,14,0,387,104,491,35.07142857,,12,0,483,1,484,40.33333333,,7,0,272,0,272,38.85714286,
Eric Kendricks,ILB,72.25,232,4.61,0.67283421,19,-0.295766474,38,1.044091859,124,0.934032423,,,,,2.355192018,0.588798005,2,45,44,,14,0,762,74,836,59.71428571,,15,0,869,55,924,61.6,,16,0,967,62,1029,64.3125,
Hayes Pullard,ILB,72.5,240,4.78,0.104554094,19,-0.295766474,31,-0.616815919,110,-0.539452221,4.39,-0.090781857,7.07,0.515760444,-0.922501932,-0.153750322,7,219,210,,8,0,150,128,278,34.75,,16,0,28,330,358,22.375,,13,0,475,22,497,38.23076923,
