Name,POS,"Ht("")",Wt (lbs),40yd,40Z,BP,BPZ,"Vertical ("")",VZ,"Broad Jump("")",BJZ,Shuttle,SZ,3Cone,3CZ,TotZ,AvgZ,Rd,Pick,Rank,,GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaRick Rogers,WR,74.5,217,4.52,0.882549839,10,-1.491261331,39.5,1.66060205,132,1.754623445,4.06,1.325996558,6.71,1.264692432,5.397202994,0.899533832,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
Darius Johnson,WR,69,179,4.6,0.617298291,6,-2.060055384,32,-0.075486137,109,-0.67374911,4.53,-0.356889673,,,-2.548882013,-0.509776403,,,,,10,401,0,16,417,41.7,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
DeAndre Hopkins,WR,73,214,4.57,0.716767622,15,-0.780268765,36,0.850427563,115,-0.040260618,4.5,-0.249471403,,,0.497194399,0.09943888,1,27,26,,16,995,0,0,995,62.1875,,16,1055,1,3,1059,66.1875,,16,1148,0,2,1150,71.875,,16,1085,0,2,1087,67.9375,,15,1021,1,0,1022,68.13333333,
Denard Robinson,WR,70.5,199,4.43,1.180957831,,,36.5,0.966166775,123,0.804390706,4.22,0.753099118,7.09,0.327532257,4.032146687,0.806429337,5,135,116,,16,52,0,179,231,14.4375,,13,391,0,78,469,36.07692308,,13,254,0,106,360,27.69230769,,13,101,0,134,235,18.07692308,,,,,,0,,
Josh Boyce,WR,71.13,206,4.38,1.346740048,22,0.215120828,34,0.387470713,131,1.64904203,4.1,1.182772198,6.68,1.338678762,6.119824579,1.019970763,4,102,90,,9,179,0,21,200,22.22222222,,1,10,0,0,10,10,,,,,,0,,,,,,,0,,,,,,,0,,
Justin Hunter,WR,76,196,4.44,1.147801387,,,39.5,1.66060205,136,2.176949107,4.33,0.359232128,,,5.344584672,1.336146168,2,34,32,,14,334,0,0,334,23.85714286,,12,593,0,0,593,49.41666667,,9,375,0,0,375,41.66666667,,13,303,0,4,307,23.61538462,,7,66,0,0,66,9.428571429,
Kenbrell Thompkins,WR,72.63,193,4.54,0.816236952,8,-1.775658358,33.5,0.2717315,121,0.593227875,4.21,0.788905208,6.88,0.845436564,1.539879742,0.256646624,,,,,12,575,0,2,577,48.08333333,,14,393,0,43,436,31.14285714,,7,281,0,13,294,42,,,,,,0,,,,,,,0,,
Kenny Stills,WR,72.5,194,4.38,1.346740048,16,-0.638070252,33.5,0.2717315,124,0.909972122,4.35,0.287619947,,,2.177993366,0.435598673,5,144,124,,16,690,0,0,690,43.125,,15,617,0,2,619,41.26666667,,16,594,0,1,595,37.1875,,16,795,0,0,795,49.6875,,16,939,0,0,939,58.6875,
Lanear Sampson,WR,71.13,204,4.46,1.0814885,20,-0.069276199,33.5,0.2717315,119,0.382065044,4.38,0.180201677,7.1,0.302870147,2.149080671,0.358180112,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
Marcus Davis,WR,75,233,4.56,0.749924065,19,-0.211474712,39.5,1.66060205,120,0.48764646,,15.86326911,7.15,0.179559598,18.72952657,3.121587762,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
Mark Harrison,WR,74.88,231,4.46,1.0814885,17,-0.495871739,38.5,1.429123625,129,1.437879199,4.33,0.359232128,6.99,0.574153356,4.386005069,0.731000845,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
Markus Wheaton,WR,71,189,4.45,1.114644944,20,-0.069276199,37,1.081905988,120,0.48764646,4.02,1.469220918,6.8,1.042733443,5.126875554,0.854479259,3,79,70,,12,159,0,126,285,23.75,,16,746,0,47,793,49.5625,,16,697,0,21,718,44.875,,3,97,0,2,99,33,,11,187,0,0,187,17,
Marquess Wilson,WR,74.63,194,4.51,0.915706283,7,-1.917856871,34.5,0.503209925,122,0.698809291,4.33,0.359232128,6.65,1.412665091,1.971765847,0.328627641,7,236,187,,,,,,0,,,7,373,0,1,374,53.42857143,,11,638,0,1,639,58.09090909,,3,80,0,0,80,26.66666667,,,,,,0,,
Marquise Goodwin,WR,68.88,183,4.27,1.711460927,13,-1.064665792,,,132,1.754623445,,,,,2.401418581,0.80047286,3,78,69,,12,313,0,72,385,32.08333333,,10,90,0,80,170,17,,2,30,0,12,42,21,,15,640,0,1,641,42.73333333,,16,769,0,1,770,48.125,
Quinton Patton,WR,72,204,4.53,0.849393396,8,-1.775658358,33,0.155992288,118,0.276483629,4.01,1.505027008,6.91,0.771450235,1.782688198,0.2971147,4,128,111,,6,60,0,8,68,11.33333333,,4,86,0,22,108,27,,16,424,0,224,648,40.5,,14,703,0,52,755,53.92857143,,,,,,0,,
Robert Woods,WR,73,201,4.51,0.915706283,14,-0.922467278,33.5,0.2717315,117,0.170902213,4.47,-0.142053133,7.15,0.179559598,0.473379183,0.078896531,,,,,14,910,0,45,955,68.21428571,,16,899,0,89,988,61.75,,14,774,3,43,820,58.57142857,,13,634,0,0,634,48.76923077,,12,645,0,1,646,53.83333333,
Rodney Smith,WR,76.38,225,4.51,0.915706283,,,34.5,0.503209925,120,0.48764646,4.07,1.290190468,7.03,0.475504916,3.672258053,0.734451611,,,,,4,3,0,26,29,7.25,,4,15,0,10,25,6.25,,,,,,0,,,,,,,0,,,,,,,0,,
Ryan Spadola,WR,73.25,204,4.48,1.015175613,15,-0.780268765,33.5,0.2717315,119,0.382065044,4.07,1.290190468,6.72,1.240030322,3.418924184,0.569820697,,,,,4,24,0,28,52,13,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
Ryan Swope,WR,72.13,205,4.34,1.479365822,16,-0.638070252,37,1.081905988,125,1.015553537,4.25,0.645680848,6.76,1.141381883,4.725817826,0.787636304,6,174,145,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
Stedman Bailey,WR,70.25,193,4.52,0.882549839,11,-1.349062818,34.5,0.503209925,117,0.170902213,4.09,1.218578288,6.81,1.018071333,2.444248782,0.407374797,3,92,81,,16,188,0,237,425,26.5625,,14,395,0,125,520,37.14285714,,8,252,0,77,329,41.125,,,,,,0,,,,,,,0,,
T.J. Moe,WR,71.5,204,4.74,0.153108082,26,0.783914881,36,0.850427563,120,0.48764646,3.96,1.684057459,6.53,1.70861041,5.667764854,0.944627476,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
Tavarres King,WR,72.25,189,4.47,1.048332057,11,-1.349062818,36.5,0.966166775,123,0.804390706,4.33,0.359232128,6.91,0.771450235,2.600509082,0.43341818,5,161,135,,,,,,0,,,2,55,0,2,57,28.5,,,,,,0,,,7,76,0,9,85,12.14285714,,8,393,0,2,395,49.375,
Tavon Austin,WR,68.5,174,4.34,1.479365822,14,-0.922467278,32,-0.075486137,120,0.48764646,4.01,1.505027008,,,2.474085875,0.494817175,1,8,8,,13,423,0,98,521,40.07692308,,15,510,0,77,587,39.13333333,,16,741,0,88,829,51.8125,,15,731,0,91,822,54.8,,16,228,0,33,261,16.3125,
Terrance Williams,WR,74,208,4.52,0.882549839,11,-1.349062818,32.5,0.040253076,119,0.382065044,4.32,0.395038218,7.01,0.524829136,0.875672495,0.145945416,3,74,67,,16,679,0,39,718,44.875,,16,811,0,4,815,50.9375,,16,791,0,3,794,49.625,,16,746,0,3,749,46.8125,,16,687,0,0,687,42.9375,
Tyrone Goard,WR,75.75,205,4.5,0.948862726,10,-1.491261331,36,0.850427563,123,0.804390706,4.39,0.144395587,6.9,0.796112345,2.052927596,0.342154599,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,
